"","row_id","drink","date_modified","id_drink","alcoholic","category","glass","ingredient_number","ingredient","measure","measure_vol_frc","measure_vol_dec","measure_vol_dsh","measure_unit","measure_new","measure_ml","measure_stdz","ingredient_and_others","original_ingredient"
"641",162,"Boxcar",2017-09-02 16:32:57,11149,"alcoholic","ordinary drink","whiskey sour glass",3,"lemon juice","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"lemon juice","lemon juice"
"642",162,"Boxcar",2017-09-02 16:32:57,11149,"alcoholic","ordinary drink","whiskey sour glass",4,"grenadine","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"grenadine","grenadine"
"643",162,"Boxcar",2017-09-02 16:32:57,11149,"alcoholic","ordinary drink","whiskey sour glass",5,"egg white","1","1",NA,NA,NA,1,1,-0.0731584639822161,"egg white","egg white"
"644",163,"Brain Fart",2017-09-02 23:01:42,17120,"alcoholic","punch / party drink","punch bowl",1,"everclear","1 fifth","1",NA,NA,"fifth",1,NA,-0.0731584639822161,"uncommon ingredient","everclear"
"645",163,"Brain Fart",2017-09-02 23:01:42,17120,"alcoholic","punch / party drink","punch bowl",2,"vodka","1 fifth smirnoff red label","1",NA,NA,"fifth smirnoff red label",1,NA,-0.0731584639822161,"vodka","vodka"
"646",163,"Brain Fart",2017-09-02 23:01:42,17120,"alcoholic","punch / party drink","punch bowl",3,"mountain dew","2 l","2",NA,NA,"l",2,2000,-0.0585595658120971,"uncommon ingredient","mountain dew"
"647",163,"Brain Fart",2017-09-02 23:01:42,17120,"alcoholic","punch / party drink","punch bowl",4,"surge","2 l","2",NA,NA,"l",2,2000,-0.0585595658120971,"uncommon ingredient","surge"
"648",163,"Brain Fart",2017-09-02 23:01:42,17120,"alcoholic","punch / party drink","punch bowl",5,"lemon juice","1 small bottle","1",NA,NA,"small bottle",1,NA,-0.0731584639822161,"lemon juice","lemon juice"
"649",163,"Brain Fart",2017-09-02 23:01:42,17120,"alcoholic","punch / party drink","punch bowl",6,"rum","1 pint","1",NA,NA,"pint",1,473,-0.0731584639822161,"rum","rum"
"650",164,"Brainteaser",2016-04-28 18:54:26,13405,"alcoholic","shot","shot glass",1,"sambuca","30 ml white","30",NA,NA,"ml white",30,30,0.350209582951236,"uncommon ingredient","sambuca"
"651",164,"Brainteaser",2016-04-28 18:54:26,13405,"alcoholic","shot","shot glass",2,"erin cream","30 ml","30",NA,NA,"ml",30,30,0.350209582951236,"uncommon ingredient","erin cream"
"652",164,"Brainteaser",2016-04-28 18:54:26,13405,"alcoholic","shot","shot glass",3,"advocaat","5 ml","5",NA,NA,"ml",5,5,-0.01476287130174,"uncommon ingredient","advocaat"
"653",165,"Bramble",2017-09-02 18:15:26,17210,"alcoholic","ordinary drink","old-fashioned glass",1,"gin","4 cl","4",NA,NA,"cl",4,40,-0.029361769471859,"gin","gin"
"654",165,"Bramble",2017-09-02 18:15:26,17210,"alcoholic","ordinary drink","old-fashioned glass",2,"lemon juice","1.5 cl","1",1.5,NA,"cl",1.5,15,-0.0658590148971566,"lemon juice","lemon juice"
"655",165,"Bramble",2017-09-02 18:15:26,17210,"alcoholic","ordinary drink","old-fashioned glass",3,"sugar syrup","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"sugar syrup","sugar syrup"
"656",165,"Bramble",2017-09-02 18:15:26,17210,"alcoholic","ordinary drink","old-fashioned glass",4,"creme de mure","1.5 cl","1",1.5,NA,"cl",1.5,15,-0.0658590148971566,"uncommon ingredient","creme de mure"
"657",166,"Brandon and Will's Coke Float",2016-09-01 09:39:45,16447,"alcoholic","soft drink / soda","beer glass",1,"vanilla ice-cream","2 scoops","2",NA,NA,"scoops",2,NA,-0.0585595658120971,"uncommon ingredient","vanilla ice-cream"
"658",166,"Brandon and Will's Coke Float",2016-09-01 09:39:45,16447,"alcoholic","soft drink / soda","beer glass",2,"coca-cola","1 can","1",NA,NA,"can",1,NA,-0.0731584639822161,"coca-cola","coca-cola"
"659",166,"Brandon and Will's Coke Float",2016-09-01 09:39:45,16447,"alcoholic","soft drink / soda","beer glass",3,"bourbon","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"bourbon","bourbon"
"660",167,"Brandy Alexander",2017-01-02 20:09:06,11016,"alcoholic","ordinary drink","cocktail glass",1,"brandy","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"brandy","brandy"
"661",167,"Brandy Alexander",2017-01-02 20:09:06,11016,"alcoholic","ordinary drink","cocktail glass",2,"creme de cacao","1 oz white","1",NA,NA,"oz white",1,28,-0.0731584639822161,"uncommon ingredient","creme de cacao"
"662",167,"Brandy Alexander",2017-01-02 20:09:06,11016,"alcoholic","ordinary drink","cocktail glass",3,"light cream","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"light cream","light cream"
"663",167,"Brandy Alexander",2017-01-02 20:09:06,11016,"alcoholic","ordinary drink","cocktail glass",4,"nutmeg","",NA,NA,NA,NA,NA,NA,NA,"nutmeg","nutmeg"
"664",168,"Brandy Cobbler",2015-08-13 12:37:16,11157,"alcoholic","ordinary drink","old-fashioned glass",1,"sugar","1 tsp superfine","1",NA,NA,"tsp superfine",1,NA,-0.0731584639822161,"sugar","sugar"
"665",168,"Brandy Cobbler",2015-08-13 12:37:16,11157,"alcoholic","ordinary drink","old-fashioned glass",2,"club soda","3 oz","3",NA,NA,"oz",3,84,-0.0439606676419781,"club soda","club soda"
"666",168,"Brandy Cobbler",2015-08-13 12:37:16,11157,"alcoholic","ordinary drink","old-fashioned glass",3,"lemon","1","1",NA,NA,NA,1,1,-0.0731584639822161,"lemon","lemon"
"667",168,"Brandy Cobbler",2015-08-13 12:37:16,11157,"alcoholic","ordinary drink","old-fashioned glass",4,"brandy","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"brandy","brandy"
"668",168,"Brandy Cobbler",2015-08-13 12:37:16,11157,"alcoholic","ordinary drink","old-fashioned glass",5,"maraschino cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"maraschino cherry","maraschino cherry"
"669",168,"Brandy Cobbler",2015-08-13 12:37:16,11157,"alcoholic","ordinary drink","old-fashioned glass",6,"orange","1","1",NA,NA,NA,1,1,-0.0731584639822161,"orange","orange"
"670",169,"Brandy Flip",2017-09-02 16:34:21,11164,"alcoholic","ordinary drink","whiskey sour glass",1,"brandy","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"brandy","brandy"
"671",169,"Brandy Flip",2017-09-02 16:34:21,11164,"alcoholic","ordinary drink","whiskey sour glass",2,"egg","1 whole","1",NA,NA,"whole",1,NA,-0.0731584639822161,"uncommon ingredient","egg"
"672",169,"Brandy Flip",2017-09-02 16:34:21,11164,"alcoholic","ordinary drink","whiskey sour glass",3,"sugar","1 tsp superfine","1",NA,NA,"tsp superfine",1,NA,-0.0731584639822161,"sugar","sugar"
"673",169,"Brandy Flip",2017-09-02 16:34:21,11164,"alcoholic","ordinary drink","whiskey sour glass",4,"light cream","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"light cream","light cream"
"674",169,"Brandy Flip",2017-09-02 16:34:21,11164,"alcoholic","ordinary drink","whiskey sour glass",5,"nutmeg","1/8 tsp grated","1/8",NA,NA,"tsp grated",0.125,NA,-0.0859324998810703,"nutmeg","nutmeg"
"675",170,"Brandy Sour",2017-09-02 16:35:40,11170,"alcoholic","ordinary drink","whiskey sour glass",1,"brandy","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"brandy","brandy"
"676",170,"Brandy Sour",2017-09-02 16:35:40,11170,"alcoholic","ordinary drink","whiskey sour glass",2,"lemon","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"677",170,"Brandy Sour",2017-09-02 16:35:40,11170,"alcoholic","ordinary drink","whiskey sour glass",3,"powdered sugar","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"powdered sugar","powdered sugar"
"678",170,"Brandy Sour",2017-09-02 16:35:40,11170,"alcoholic","ordinary drink","whiskey sour glass",4,"lemon","1/2 slice","1/2",NA,NA,"slice",0.5,NA,-0.0804579130672757,"lemon","lemon"
"679",170,"Brandy Sour",2017-09-02 16:35:40,11170,"alcoholic","ordinary drink","whiskey sour glass",5,"cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"cherry","cherry"
"680",171,"Brave Bull Shooter",2016-09-08 15:23:45,13068,"alcoholic","shot","shot glass",1,"tequila","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"tequila","tequila"
"681",171,"Brave Bull Shooter",2016-09-08 15:23:45,13068,"alcoholic","shot","shot glass",2,"tabasco sauce","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","tabasco sauce"
"682",172,"Bruce's Puce",2016-09-08 15:22:38,13066,"alcoholic","shot","shot glass",1,"grenadine","",NA,NA,NA,NA,NA,NA,NA,"grenadine","grenadine"
"683",172,"Bruce's Puce",2016-09-08 15:22:38,13066,"alcoholic","shot","shot glass",2,"kahlua","",NA,NA,NA,NA,NA,NA,NA,"kahlua","kahlua"
"684",172,"Bruce's Puce",2016-09-08 15:22:38,13066,"alcoholic","shot","shot glass",3,"bailey's irish cream","",NA,NA,NA,NA,NA,NA,NA,"bailey's irish cream","bailey's irish cream"
"685",173,"Bruised Heart",2017-08-24 09:43:29,16998,"alcoholic","shot","shot glass",1,"vodka","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"vodka","vodka"
"686",173,"Bruised Heart",2017-08-24 09:43:29,16998,"alcoholic","shot","shot glass",2,"chambord raspberry liqueur","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","chambord raspberry liqueur"
"687",173,"Bruised Heart",2017-08-24 09:43:29,16998,"alcoholic","shot","shot glass",3,"peachtree schnapps","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","peachtree schnapps"
"688",173,"Bruised Heart",2017-08-24 09:43:29,16998,"alcoholic","shot","shot glass",4,"cranberry juice","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"cranberry juice","cranberry juice"
"689",174,"Bubble Gum",2016-07-18 22:53:03,14730,"alcoholic","shot","shot glass",1,"vodka","1/4","1/4",NA,NA,NA,0.25,0.25,-0.0841076376098054,"vodka","vodka"
"690",174,"Bubble Gum",2016-07-18 22:53:03,14730,"alcoholic","shot","shot glass",2,"banana liqueur","1/4","1/4",NA,NA,NA,0.25,0.25,-0.0841076376098054,"uncommon ingredient","banana liqueur"
"691",174,"Bubble Gum",2016-07-18 22:53:03,14730,"alcoholic","shot","shot glass",3,"orange juice","1/4","1/4",NA,NA,NA,0.25,0.25,-0.0841076376098054,"orange juice","orange juice"
"692",174,"Bubble Gum",2016-07-18 22:53:03,14730,"alcoholic","shot","shot glass",4,"peach schnapps","1/4","1/4",NA,NA,NA,0.25,0.25,-0.0841076376098054,"peach schnapps","peach schnapps"
"693",175,"Buccaneer",2015-09-03 03:57:03,17035,"alcoholic","beer","beer glass",1,"corona","1","1",NA,NA,NA,1,1,-0.0731584639822161,"uncommon ingredient","corona"
"694",175,"Buccaneer",2015-09-03 03:57:03,17035,"alcoholic","beer","beer glass",2,"bacardi limon","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"uncommon ingredient","bacardi limon"
"695",176,"Bumble Bee #1",2016-04-28 18:59:38,14538,"alcoholic","shot","shot glass",1,"bailey's irish cream","1/3 oz","1/3",NA,NA,"oz",0.333333333333333,9.33333333333333,-0.0828910627622955,"bailey's irish cream","bailey's irish cream"
"696",176,"Bumble Bee #1",2016-04-28 18:59:38,14538,"alcoholic","shot","shot glass",2,"kahlua","1/3 oz","1/3",NA,NA,"oz",0.333333333333333,9.33333333333333,-0.0828910627622955,"kahlua","kahlua"
"697",176,"Bumble Bee #1",2016-04-28 18:59:38,14538,"alcoholic","shot","shot glass",3,"sambuca","1/3 oz","1/3",NA,NA,"oz",0.333333333333333,9.33333333333333,-0.0828910627622955,"uncommon ingredient","sambuca"
"698",177,"Butter Baby",2017-09-07 12:29:23,17220,"alcoholic","milk / float / shake","beer glass",1,"vanilla ice-cream","2 scoops","2",NA,NA,"scoops",2,NA,-0.0585595658120971,"uncommon ingredient","vanilla ice-cream"
"699",177,"Butter Baby",2017-09-07 12:29:23,17220,"alcoholic","milk / float / shake","beer glass",2,"butterscotch schnapps","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"uncommon ingredient","butterscotch schnapps"
"700",177,"Butter Baby",2017-09-07 12:29:23,17220,"alcoholic","milk / float / shake","beer glass",3,"milk","full glass",NA,NA,NA,"full glass",NA,NA,NA,"milk","milk"
"701",177,"Butter Baby",2017-09-07 12:29:23,17220,"alcoholic","milk / float / shake","beer glass",4,"vodka","2 parts","2",NA,NA,"parts",2,10,-0.0585595658120971,"vodka","vodka"
"702",178,"Cafe Savoy",2015-09-03 03:35:11,14181,"alcoholic","coffee / tea","coffee mug",1,"coffee","",NA,NA,NA,NA,NA,NA,NA,"coffee","coffee"
"703",178,"Cafe Savoy",2015-09-03 03:35:11,14181,"alcoholic","coffee / tea","coffee mug",2,"milk","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"milk","milk"
"704",178,"Cafe Savoy",2015-09-03 03:35:11,14181,"alcoholic","coffee / tea","coffee mug",3,"triple sec","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"triple sec","triple sec"
"705",179,"Caipirinha",2016-07-21 09:42:01,11202,"alcoholic","ordinary drink","old-fashioned glass",1,"sugar","2 tsp","2",NA,NA,"tsp",2,NA,-0.0585595658120971,"sugar","sugar"
"706",179,"Caipirinha",2016-07-21 09:42:01,11202,"alcoholic","ordinary drink","old-fashioned glass",2,"lime","1","1",NA,NA,NA,1,1,-0.0731584639822161,"lime","lime"
"707",179,"Caipirinha",2016-07-21 09:42:01,11202,"alcoholic","ordinary drink","old-fashioned glass",3,"cachaca","2 1/2 oz","2 1/2",NA,NA,"oz",2.5,70,-0.0512601167270376,"uncommon ingredient","cachaca"
"708",180,"Caipirissima",2017-08-24 10:05:15,13206,"alcoholic","ordinary drink","collins glass",1,"lime","2","2",NA,NA,NA,2,2,-0.0585595658120971,"lime","lime"
"709",180,"Caipirissima",2017-08-24 10:05:15,13206,"alcoholic","ordinary drink","collins glass",2,"sugar","2 tblsp","2",NA,NA,"tblsp",2,NA,-0.0585595658120971,"sugar","sugar"
"710",180,"Caipirissima",2017-08-24 10:05:15,13206,"alcoholic","ordinary drink","collins glass",3,"white rum","2-3 oz","2",NA,"2-3","oz",2,56,-0.0585595658120971,"uncommon ingredient","white rum"
"711",180,"Caipirissima",2017-08-24 10:05:15,13206,"alcoholic","ordinary drink","collins glass",4,"ice","crushed",NA,NA,NA,"crushed",NA,NA,NA,"ice","ice"
"712",181,"California Lemonade",2016-08-28 18:47:04,11205,"alcoholic","ordinary drink","collins glass",1,"blended whiskey","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","blended whiskey"
"713",181,"California Lemonade",2016-08-28 18:47:04,11205,"alcoholic","ordinary drink","collins glass",2,"lemon","juice of 1",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"714",181,"California Lemonade",2016-08-28 18:47:04,11205,"alcoholic","ordinary drink","collins glass",3,"lime","juice of 1",NA,NA,NA,"juice of",NA,NA,NA,"lime","lime"
"715",181,"California Lemonade",2016-08-28 18:47:04,11205,"alcoholic","ordinary drink","collins glass",4,"powdered sugar","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"powdered sugar","powdered sugar"
"716",181,"California Lemonade",2016-08-28 18:47:04,11205,"alcoholic","ordinary drink","collins glass",5,"grenadine","1/4 tsp","1/4",NA,NA,"tsp",0.25,NA,-0.0841076376098054,"grenadine","grenadine"
"717",181,"California Lemonade",2016-08-28 18:47:04,11205,"alcoholic","ordinary drink","collins glass",6,"carbonated water","",NA,NA,NA,NA,NA,NA,NA,"carbonated water","carbonated water"
"718",182,"California Root Beer",2016-09-01 09:45:26,14282,"alcoholic","soft drink / soda","highball glass",1,"kahlua","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"kahlua","kahlua"
"719",182,"California Root Beer",2016-09-01 09:45:26,14282,"alcoholic","soft drink / soda","highball glass",2,"galliano","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"uncommon ingredient","galliano"
"720",182,"California Root Beer",2016-09-01 09:45:26,14282,"alcoholic","soft drink / soda","highball glass",3,"soda water","fill with",NA,NA,NA,"fill with",NA,NA,NA,"soda water","soda water"
"721",183,"Campari Beer",2015-09-03 03:58:50,16047,"alcoholic","beer","beer glass",1,"lager","1 bottle","1",NA,NA,"bottle",1,NA,-0.0731584639822161,"uncommon ingredient","lager"
"722",183,"Campari Beer",2015-09-03 03:58:50,16047,"alcoholic","beer","beer glass",2,"campari","1 1/2 cl","1 1/2",NA,NA,"cl",1.5,15,-0.0658590148971566,"uncommon ingredient","campari"
"723",184,"Caribbean Boilermaker",2016-02-03 15:01:06,17065,"alcoholic","beer","beer glass",1,"corona","1 bottle","1",NA,NA,"bottle",1,NA,-0.0731584639822161,"uncommon ingredient","corona"
"724",184,"Caribbean Boilermaker",2016-02-03 15:01:06,17065,"alcoholic","beer","beer glass",2,"light rum","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"light rum","light rum"
"725",185,"Caribbean Orange Liqueur",2016-08-31 19:19:30,12796,"alcoholic","homemade liqueur","collins glass",1,"orange","3 large","3",NA,NA,"large",3,NA,-0.0439606676419781,"orange","orange"
"726",185,"Caribbean Orange Liqueur",2016-08-31 19:19:30,12796,"alcoholic","homemade liqueur","collins glass",2,"vodka","3 cups","3",NA,NA,"cups",3,750,-0.0439606676419781,"vodka","vodka"
"727",185,"Caribbean Orange Liqueur",2016-08-31 19:19:30,12796,"alcoholic","homemade liqueur","collins glass",3,"sugar","1 1/3 cup superfine","1 1/3",NA,NA,"cup superfine",1.33333333333333,333.333333333333,-0.0682921645921765,"sugar","sugar"
"728",186,"Casino",2017-09-02 11:36:19,17185,"alcoholic","ordinary drink","cocktail glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"729",186,"Casino",2017-09-02 11:36:19,17185,"alcoholic","ordinary drink","cocktail glass",2,"maraschino liqueur","1/4 tsp","1/4",NA,NA,"tsp",0.25,NA,-0.0841076376098054,"uncommon ingredient","maraschino liqueur"
"730",186,"Casino",2017-09-02 11:36:19,17185,"alcoholic","ordinary drink","cocktail glass",3,"lemon juice","1/4 tsp","1/4",NA,NA,"tsp",0.25,NA,-0.0841076376098054,"lemon juice","lemon juice"
"731",186,"Casino",2017-09-02 11:36:19,17185,"alcoholic","ordinary drink","cocktail glass",4,"orange bitters","2 dashes","2",NA,NA,"dashes",2,1.2,-0.0585595658120971,"orange bitters","orange bitters"
"732",186,"Casino",2017-09-02 11:36:19,17185,"alcoholic","ordinary drink","cocktail glass",5,"cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"cherry","cherry"
"733",187,"Casino Royale",2017-09-02 16:38:19,11224,"alcoholic","ordinary drink","whiskey sour glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"734",187,"Casino Royale",2017-09-02 16:38:19,11224,"alcoholic","ordinary drink","whiskey sour glass",2,"lemon juice","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"lemon juice","lemon juice"
"735",187,"Casino Royale",2017-09-02 16:38:19,11224,"alcoholic","ordinary drink","whiskey sour glass",3,"maraschino liqueur","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"uncommon ingredient","maraschino liqueur"
"736",187,"Casino Royale",2017-09-02 16:38:19,11224,"alcoholic","ordinary drink","whiskey sour glass",4,"orange bitters","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"orange bitters","orange bitters"
"737",187,"Casino Royale",2017-09-02 16:38:19,11224,"alcoholic","ordinary drink","whiskey sour glass",5,"egg yolk","1","1",NA,NA,NA,1,1,-0.0731584639822161,"uncommon ingredient","egg yolk"
"738",188,"Castillian Hot Chocolate",2017-02-20 15:06:36,12730,"non alcoholic","cocoa","coffee mug",1,"cocoa powder","1/2 cup","1/2",NA,NA,"cup",0.5,125,-0.0804579130672757,"uncommon ingredient","cocoa powder"
"739",188,"Castillian Hot Chocolate",2017-02-20 15:06:36,12730,"non alcoholic","cocoa","coffee mug",2,"sugar","1 cup","1",NA,NA,"cup",1,250,-0.0731584639822161,"sugar","sugar"
"740",188,"Castillian Hot Chocolate",2017-02-20 15:06:36,12730,"non alcoholic","cocoa","coffee mug",3,"cornstarch","7 tsp","7",NA,NA,"tsp",7,NA,0.0144349250384981,"uncommon ingredient","cornstarch"
"741",188,"Castillian Hot Chocolate",2017-02-20 15:06:36,12730,"non alcoholic","cocoa","coffee mug",4,"water","1/2 cup","1/2",NA,NA,"cup",0.5,125,-0.0804579130672757,"water","water"
"742",188,"Castillian Hot Chocolate",2017-02-20 15:06:36,12730,"non alcoholic","cocoa","coffee mug",5,"milk","1 qt","1",NA,NA,"qt",1,NA,-0.0731584639822161,"milk","milk"
"743",189,"Champagne Cocktail",2017-09-02 16:40:11,11227,"alcoholic","ordinary drink","champagne flute",1,"champagne","chilled",NA,NA,NA,"chilled",NA,NA,NA,"champagne","champagne"
"744",189,"Champagne Cocktail",2017-09-02 16:40:11,11227,"alcoholic","ordinary drink","champagne flute",2,"sugar","1 piece","1",NA,NA,"piece",1,NA,-0.0731584639822161,"sugar","sugar"
"745",189,"Champagne Cocktail",2017-09-02 16:40:11,11227,"alcoholic","ordinary drink","champagne flute",3,"bitters","2 dashes","2",NA,NA,"dashes",2,1.2,-0.0585595658120971,"bitters","bitters"
"746",189,"Champagne Cocktail",2017-09-02 16:40:11,11227,"alcoholic","ordinary drink","champagne flute",4,"lemon peel","1 twist of","1",NA,NA,"twist of",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
